name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Aegilops speltoides	4573	species	2187440	1	1	0.0
Zea mays	4577	species	255202082	2265	13	8.21187e-12
Ananas comosus	4615	species	82888375	4	0	0.0
Zingiberales	4618	order	0	1	0	0.0
Asparagus officinalis	4686	species	75385911	4	2	0.0
Fungi	4751	kingdom	0	14	1	0.0
Phytophthora parasitica	4792	species	83063	1	0	0.0
Mucorales	4827	order	0	2	0	0.0
Rhizophagus intraradices	4876	species	2212018	1	1	0.0
Amoebidium parasiticum	4881	species	70790	24	24	0.0
Ascomycota	4890	phylum	0	13	1	0.0
Saccharomycetes	4891	class	0	3	0	0.0
Saccharomycetales	4892	order	0	35	0	0.0
Saccharomycetaceae	4893	family	0	5	1	0.0
Schizosaccharomyces pombe	4896	species	29386163	21	0	0
Cyberlindnera jadinii	4903	species	238647	9	0	4.3347e-47
Kluyveromyces marxianus	4911	species	44451885	14	1	0
Saccharomyces	4930	genus	0	115	27	0.0
Saccharomyces bayanus	4931	species	739343	862	8	0
Saccharomyces cerevisiae	4932	species	824799519	149813	95196	2.45346e-07
Lachancea kluyveri	4934	species	546866	2	2	0.0
Saccharomycopsis fibuligera	4944	species	39399191	2	0	0.0
Torulaspora	4948	genus	0	4	0	0.0
Torulaspora delbrueckii	4950	species	28628177	50	0	0.0
Yarrowia lipolytica	4952	species	21762105	11	0	0
Zygosaccharomyces	4953	genus	0	2	0	0.0
Zygosaccharomyces bailii	4954	species	151913	140	0	0
Zygosaccharomyces rouxii	4956	species	21676522	1	0	0.0
Debaryomyces hansenii	4959	species	1213590	6	0	0
Bullera	4970	genus	0	1	0	0.0
Kwoniella dendrophila	4975	species	19251	22	0	1.54909e-138
Hannaella sinensis	4983	species	31787	1	0	0.0
Pseudomicrostroma juglandis	5033	species	20378	2	0	5.02577e-54
Epichloe coenophiala	5047	species	1288273	1	0	0.0
Aspergillus niger	5061	species	40188543	78	2	0
Aspergillus oryzae	5062	species	6775133	134	0	4.14524e-293
Hypocreales	5125	order	0	2	0	0.0
Phyllachoraceae	5136	family	0	2	0	0.0
Neurospora crassa	5141	species	17980483	2	0	0
Helotiales	5178	order	0	1	0	0.0
Pezizales	5185	order	0	2	0	0.0
Basidiomycota	5204	phylum	0	55	0	0.0
Cryptococcus	5206	genus	0	158	36	0.0
Cryptococcus neoformans	5207	species	1442176	6652	3611	6.21662e-06
Cryptococcus depauperatus	5208	species	239927	153	0	1.1839e-48
Tremella mesenterica	5217	species	100490	1	0	0
Trimorphomyces	5220	genus	0	8	0	0.0
Trimorphomyces papilionaceus	5221	species	29013	1	0	1.61307e-112
Auriculariaceae	5227	family	0	6	0	0.0
Tremellales	5234	order	0	22	0	0.0
Ceratobasidiaceae	5250	family	0	14	0	0.0
Tilletiaceae	5279	family	0	3	0	0.0
Polyporales	5303	order	0	8	0	0.0
Ganoderma lucidum	5315	species	692598	10	0	0.0
Polyporaceae	5317	family	0	4	0	0.0
Pleurotus eryngii	5323	species	406755	3	3	0.0
Trametes hirsuta	5327	species	37598716	2	2	0.0
Schizophyllaceae	5332	family	0	2	0	0.0
Schizophyllum commune	5334	species	775685	1	1	0.0
Agaricales	5338	order	0	3	0	0.0
Agrocybe aegerita	5400	species	274605	2	0	0.0
Saitozyma flava	5416	species	53874	9	0	2.38133e-244
Papiliotrema laurentii	5418	species	272241	3	0	0
Xanthophyllomyces dendrorhous	5421	species	20245342	300	212	6.21358e-09
Candida	5475	genus	0	2	0	0.0
[Candida] glabrata	5478	species	22479956	16	6	0
Metarhizium anisopliae	5530	species	1679240	35	0	0
Trichophyton rubrum	5551	species	536533	1	1	0.0
Alternaria alternata	5599	species	24608431	4	4	0.0
Tsuchiyaea	5618	genus	0	1	0	0.0
Tsuchiyaea wingfieldii	5619	species	12496	41	0	3.89524e-41
Leishmania peruviana	5681	species	66831189	3	0	0.0
Trypanosoma cruzi	5693	species	9447508	1	1	0.0
Entamoeba histolytica	5759	species	3489155	13	0	0
Dictyostelium purpureum	5786	species	18737861	2	2	0.0
Apicomplexa	5794	phylum	0	2	0	0.0
Eimeria tenella	5802	species	15763469	1	0	0.0
Eimeria maxima	5804	species	12872187	10	0	0
Plasmodium berghei	5821	species	88257536	26	5	0
Plasmodium berghei ANKA	5823	leaf	28716572	6	0	0.0
Plasmodium chabaudi	5825	species	194578	6	0	0.0
Plasmodium cynomolgi	5827	species	26871855	5	3	0.0
Plasmodium falciparum	5833	species	35683241	2	2	0.0
Plasmodium gallinaceum	5849	species	237395	1	0	0.0
Plasmodium knowlesi	5850	species	26412992	1	0	0.0
Plasmodium knowlesi strain H	5851	leaf	34601203	1	0	0.0
Plasmodium reichenowi	5854	species	11509919	12	6	0.0
Plasmodium vivax	5855	species	87663130	25	0	0.0
Plasmodium fragile	5857	species	11852763	9	8	0.0
Plasmodium malariae	5858	species	53422313	14	3	0.0
Plasmodium yoelii	5861	species	56278865	3	1	0.0
Babesia bigemina	5866	species	22925255	180	0	0
Paramecium tetraurelia	5888	species	3673503	1	1	0.0
Tetrahymena thermophila	5911	species	1653958	1	1	0.0
Ichthyophthirius multifiliis	5932	species	10799930	5	3	0.0
Haplosclerida	6049	order	0	1	0	0.0
Cnidaria	6073	phylum	0	2	0	0.0
Tripedalia cystophora	6141	species	53911	1	1	0.0
Platyhelminthes	6157	phylum	0	1	0	0.0
Trematoda	6178	class	0	9	0	0.0
Strigeidida	6180	order	0	2	0	0.0
Schistosoma	6181	genus	0	5	0	0.0
Schistosoma japonicum	6182	species	30117121	1	0	0.0
Schistosoma mansoni	6183	species	280991889	81	38	0.0
Schistosoma haematobium	6185	species	16135834	2	0	0.0
Schistosoma curassoni	6186	species	344229937	62	29	0.0
Schistosoma rodhaini	6188	species	343312182	52	31	0.0
Cyclophyllidea	6201	order	0	1	0	0.0
Hydatigera taeniaeformis	6205	species	103777505	10	7	0.0
Hymenolepis diminuta	6216	species	165979450	19	6	0.0
Rhabditida	6236	order	0	3	0	0.0
Caenorhabditis	6237	genus	0	109	0	0.0
Caenorhabditis briggsae	6238	species	39017387	3	2	0.0
Caenorhabditis elegans	6239	species	253898728	2415	3	0
Rhabditidae	6243	family	0	4	0	0.0
Strongyloididae	6246	family	0	2	0	0.0
Strongyloides	6247	genus	0	1	0	0.0
Strongyloides stercoralis	6248	species	43713584	15	13	0.0
Ascaris lumbricoides	6252	species	317405864	18	14	0.0
Parascaris equorum	6256	species	185438286	20	18	0.0
Toxocara canis	6265	species	299968489	12	7	0.0
Anisakidae	6267	family	0	1	0	0.0
Anisakis	6268	genus	0	10	0	0.0
Anisakis simplex	6269	species	127946490	37	10	0.0
Brugia pahangi	6280	species	90679018	13	6	0.0
Haemonchus placei	6290	species	259295353	12	5	0.0
Wuchereria bancrofti	6293	species	77279261	23	17	0.0
Onchocercidae	6296	family	0	1	0	0.0
Tylenchida	6300	order	0	2	0	0.0
Angiostrongylus cantonensis	6313	species	253740563	23	10	0.0
Trichinella spiralis	6334	species	21467651	5	5	0.0
Heligmosomoides polygyrus	6339	species	560810639	43	23	0.0
Annelida	6340	phylum	0	3	0	0.0
Helobdella robusta	6412	species	30409490	9	9	0.0
Aplysia californica	6500	species	85873705	2	0	0.0
Biomphalaria glabrata	6526	species	90859398	6	1	0.0
Crassostrea virginica	6565	species	179622887	8	3	0.0
Malacostraca	6681	class	0	32	0	0.0
Penaeus monodon	6687	species	1712559	6	6	0.0
Limulus polyphemus	6850	species	125065173	30	13	0.0
Arachnida	6854	class	0	5	0	0.0
Scorpiones	6855	order	0	1	0	0.0
Buthus occitanus	6868	species	18143	17	0	0.0
Nephila clavipes	6915	species	96874	1	0	0.0
Pholcidae	6930	family	0	4	0	0.0
Gryllus	6998	genus	0	1	0	0.0
Gryllus bimaculatus	6999	species	4640240	635	129	1.54495e-09
Acyrthosiphon pisum	7029	species	72261316	22	11	0.0
Bemisia tabaci	7038	species	88980141	14	4	0.0
Coleoptera	7041	order	0	1	0	0.0
Tribolium castaneum	7070	species	63576269	66	3	0.0
Lepidoptera	7088	order	0	2	0	0.0
Bombyx	7090	genus	0	1	0	0.0
Bombyx mori	7091	species	103615509	23	10	0.0
Pieris	7115	genus	0	1	0	0.0
Anopheles gambiae	7165	species	55931411	1	0	0.0
Culex quinquefasciatus	7176	species	28278823	1	0	0.0
Ceratitis capitata	7213	species	75601019	1	0	0.0
Drosophila ananassae	7217	species	56834821	14	6	0.0
Drosophila erecta	7220	species	48971743	4	2	0.0
Drosophila grimshawi	7222	species	22447186	1	1	0.0
Drosophila hydei	7224	species	51178750	36	8	0.0
Drosophila melanogaster	7227	species	821265483	531	8	0
Drosophila miranda	7229	species	69119003	4	1	0.0
Drosophila mojavensis	7230	species	49991900	3	0	0.0
Drosophila navojoa	7232	species	37548718	13	0	0.0
Drosophila persimilis	7234	species	22225442	5	2	0.0
Drosophila sechellia	7238	species	22369700	9	0	0.0
Drosophila simulans	7240	species	82722810	13	0	0.0
Drosophila virilis	7244	species	54805749	10	3	0.0
Drosophila yakuba	7245	species	66787843	3	2	0.0
Drosophila willistoni	7260	species	44645073	1	0	0.0
Drosophila arizonae	7263	species	49849484	2	1	0.0
Drosophila serrata	7274	species	49234888	20	0	0.0
Drosophila obscura	7282	species	72302517	7	7	0.0
Musca domestica	7370	species	58048113	2	1	0.0
Lucilia cuprina	7375	species	41547103	3	0	0.0
Braconidae	7402	family	0	1	0	0.0
Ichneumonidae	7408	family	0	1	0	0.0
Nasonia vitripennis	7425	species	82562024	6	0	0.0
Apis mellifera	7460	species	88953285	17	1	0.0
Apis cerana	7461	species	60880636	10	3	0.0
Apis dorsata	7462	species	47377575	16	6	0.0
Apis florea	7463	species	43500148	6	0	0.0
Trichogramma pretiosum	7493	species	65450127	18	4	0.0
Chilopoda	7540	class	0	1	0	0.0
Lingula anatina	7574	species	121303366	7	3	0.0
Echinodermata	7586	phylum	0	1	0	0.0
Strongylocentrotus purpuratus	7668	species	96914718	6	3	0.0
Chordata	7711	phylum	0	6	0	0.0
Ascidiacea	7713	class	0	1	0	0.0
Ciona intestinalis	7719	species	60627509	11	7	0.0
Branchiostoma floridae	7739	species	50969527	29	2	0.0
Branchiostoma lanceolatum	7740	species	751981	26	0	0.0
Eptatretus burgeri	7764	species	9822181	6	6	0.0
Latimeria chalumnae	7897	species	102411536	3	2	0.0
Semionotiformes	7914	order	0	1	0	0.0
Lepisosteus oculatus	7918	species	174246562	8	5	0.0
Clupea harengus	7950	species	67102795	18	13	0.0
Cypriniformes	7952	order	0	2	0	0.0
Danio rerio	7955	species	1789158798	346	198	0.0
Cyprinus carpio	7962	species	1890397823	365	199	0.0
Hypophthalmichthys nobilis	7965	species	1942890	2	0	0.0
Astyanax mexicanus	7994	species	148362139	8	5	0.0
Ictalurus punctatus	7998	species	172956628	4	0	0.0
Esox lucius	8010	species	190192512	19	3	0.0
Salmonidae	8015	family	0	1	0	0.0
Oncorhynchus kisutch	8019	species	165203973	1	1	0.0
Salmo salar	8030	species	383967421	148	0	0
Parahucho perryi	8042	species	176159	2	0	0.0
Fundulus heteroclitus	8078	species	131161207	12	0	0.0
Poecilia	8080	genus	0	2	0	0.0
Xiphophorus maculatus	8083	species	173104576	6	0	0.0
Oryzias	8089	genus	0	1	0	0.0
Oryzias latipes	8090	species	2906808803	313	37	0.0
Cichlidae	8113	family	0	2	2	0.0
Haplochromis	8121	genus	0	1	0	0.0
Oreochromis niloticus	8128	species	225127101	15	1	0.0
Haplochromis burtoni	8153	species	168875388	3	0	0.0
Lateolabrax japonicus	8164	species	452333	1	0	0.0
Sparus aurata	8175	species	3034000	301	2	0
Lates calcarifer	8187	species	171571790	21	5	0.0
Notothenia coriiceps	8208	species	78405013	2	0	0.0
Paralichthys olivaceus	8255	species	116208699	2	0	0.0
Pleurodeles waltl	8319	species	485958	1	0	0
Xenopus laevis	8355	species	215215699	17	7	0.0
Xenopus tropicalis	8364	species	196763717	62	7	0.0
Testudines	8459	order	0	1	0	0.0
Alligator mississippiensis	8496	species	174303905	1	1	0.0
Crocodylus porosus	8502	species	112211450	1	0	0.0
Micrurus	8634	genus	0	1	0	0.0
Agkistrodon contortrix	8720	species	3045434	125	2	1.4164e-19
Aves	8782	class	0	4	1	0.0
Apteryx australis	8822	species	237759	115	0	0
Chaetura pelagica	8897	species	31310525	1	0	0.0
Scolopacidae	8917	family	0	1	0	0.0
Columba livia	8932	species	152882101	1	1	0.0
Falconidae	8949	family	0	1	0	0.0
Numida meleagris	8996	species	233750403	2	1	0.0
Gallus gallus	9031	species	447766093	25	16	9.15831e-12
Meleagris gallopavo	9103	species	151653074	6	0	0.0
Passeriformes	9126	order	0	4	0	0.0
Serinus canaria	9135	species	123700729	1	1	0.0
Parus major	9157	species	194523788	4	0	0.0
Sturnus vulgaris	9172	species	92465983	6	0	0.0
Phalacrocorax carbo	9209	species	26236984	1	0	0.0
Spheniscidae	9231	family	0	1	0	0.0
Aptenodytes forsteri	9233	species	54410754	6	1	0.0
Aptenodytes patagonicus	9234	species	195294	1	0	0.0
Pygoscelis adeliae	9238	species	47027914	3	0	0.0
Calypte anna	9244	species	32041052	1	0	0.0
Ornithorhynchus anatinus	9258	species	75126907	15	4	0.0
Sarcophilus harrisii	9305	species	91543100	19	11	0.0
Dasypus novemcinctus	9361	species	119119275	4	0	0.0
Erinaceus europaeus	9365	species	63155401	2	0	0.0
Echinops telfairi	9371	species	43787578	4	2	0.0
Rousettus aegyptiacus	9407	species	242893081	5	3	0.0
Primates	9443	order	0	2	0	0.0
Lemur	9446	genus	0	7	0	0.0
Callithrix jacchus	9483	species	216124282	13	3	0.0
Cebidae	9498	family	0	1	0	0.0
Aotus	9504	genus	0	1	0	0.0
Ateles	9506	genus	0	7	0	0.0
Cercopithecidae	9527	family	0	1	0	0.0
Cercocebus atys	9531	species	288799539	1	0	0.0
Chlorocebus aethiops	9534	species	32580638	1	0	0.0
Macaca	9539	genus	0	7	0	0.0
Macaca fascicularis	9541	species	936229069	74	20	0.0
Macaca mulatta	9544	species	541681108	24	5	0.0
Macaca nemestrina	9545	species	289175861	1	1	0.0
Papio anubis	9555	species	328682547	8	3	0.0
Gorilla	9592	genus	4224	1	0	8.32778e-238
Gorilla gorilla	9593	species	38393812	21	0	0
Pan	9596	genus	3334	1	0	0.0
Pan troglodytes	9598	species	1084058817	59	8	0.0
Pongo	9599	genus	0	1	0	0.0
Pongo pygmaeus	9600	species	139340728	21	19	0.0
Pongo abelii	9601	species	273952845	18	2	0.0
Hominidae	9604	family	0	7	0	0.0
Homo	9605	genus	0	2	0	0.0
Homo sapiens	9606	species	6945621015	3149	211	2.95468e-13
Canis lupus familiaris	9615	subspecies	360717376	43	1	0
Ailuropoda melanoleuca	9646	species	118039085	3	0	0.0
Mustela putorius	9668	species	164912	1	0	0.0
Mustela putorius furo	9669	subspecies	200522898	5	1	0.0
Felis catus	9685	species	250610812	12	5	0
Panthera pardus	9691	species	221840904	3	3	0.0
Odobenus rosmarus divergens	9708	subspecies	72987121	1	1	0.0
Tursiops truncatus	9739	species	153081767	1	0	0.0
Delphinapterus leucas	9749	species	205007935	3	0	0.0
Equus	9789	genus	0	1	0	0.0
Equus asinus	9793	species	166594765	2	0	0.0
Equus caballus	9796	species	326913942	8	2	0.0
Equus przewalskii	9798	species	128876883	17	14	0.0
Sus scrofa	9823	species	853090826	1857	52	0
Odocoileus virginianus texanus	9880	subspecies	165530829	17	10	0.0
Bovidae	9895	family	0	1	0	0.0
Bos taurus	9913	species	394961186	646	14	0
Bos indicus	9915	species	123945236	15	0	0.0
Ovis	9935	genus	0	1	0	0.0
Ovis aries musimon	9938	subspecies	251161496	2	0	0.0
Ovis aries	9940	species	203495947	15	12	0.0
Manis javanica	9974	species	142484297	15	7	0.0
Ochotona princeps	9978	species	56068668	1	0	0.0
Oryctolagus cuniculus	9986	species	140626642	18	3	0
Rodentia	9989	order	0	2	0	0.0
Marmota	9992	genus	0	2	0	0.0
Marmota marmota	9993	species	36736	8	0	2.18811e-181
Marmota marmota marmota	9994	subspecies	86243968	4037	2	7.55944e-45
Meriones unguiculatus	10047	species	110241700	14	0	0.0
Mus	10088	genus	0	289	0	0.0
Mus musculus	10090	species	5402553945	5110	116	0
Rattus norvegicus	10116	species	575835472	43	26	0
Cavia porcellus	10141	species	125218127	13	9	0.0
Octodon degus	10160	species	127932844	1	0	0.0
Heterocephalus glaber	10181	species	255818186	13	0	0.0
Molluscum contagiosum virus	10279	species	37284	1	0	0.0
Cytomegalovirus	10358	genus	0	1	0	0.0
Human betaherpesvirus 5	10359	species	76089279	1	0	0
T4virus	10663	genus	0	1	0	0.0
Enterobacteria phage K3	10674	species	15680	1	0	8.70773e-70
Enterobacteria phage P7	10682	leaf	115711	15	0	1.80405e-68
Bacillus virus SPO1	10685	species	163468	16	0	0
Siphoviridae	10699	family	0	173	0	0.0
Enterobacteria phage 82	10705	species	3522	8	0	0
Escherichia virus Lambda	10710	species	73852	220	0	6.62494e-07
Enterobacteria phage phi80	10713	species	83901	3	0	1.44356e-65
Bacillus phage phi3T	10736	species	135969	1	0	5.50242e-50
Enterobacteria phage PA-2	10738	species	2816	44	0	0
Phage 21	10743	species	35254	773	0	0
Podoviridae	10744	family	0	260	0	0.0
Salmonella virus P22	10754	species	243087	54	0	0
Pseudomonas phage Pf1	10871	leaf	57654	189	0	7.4321e-180
Avian avulavirus 1	11176	species	13547252	3	0	0.0
Simian foamy virus	11642	species	2132075	5	0	0.0
Human immunodeficiency virus 1	11676	species	723907256	775	0	0.0
Clostridium phage c-st	12336	species	197968	1	0	0.0
Enterobacteria phage RB69	12353	leaf	186252	2	0	1.10764e-184
unclassified sequences	12908	leaf	24868	332	0	5.01215e-07
Acidovorax	12916	genus	0	86	0	0.0
Atta cephalotes	12957	species	18963729	6	1	0.0
Azoarcus	12960	genus	0	2	0	0.0
Hydractinia symbiolongicarpus	13093	species	6016698	1	1	0.0
Magnetospirillum	13134	genus	0	4	0	0.0
unidentified marine bacterioplankton	13136	species	4098215	9	0	0
Melopsittacus undulatus	13146	species	34905173	4	0	0.0
Myzus persicae	13164	species	60155960	24	0	0.0
Burkholderia mallei	13373	species	137313323	5	0	0.0
Dicentrarchus labrax	13489	species	49373807	1	0	0.0
Monodelphis domestica	13616	species	207448367	11	0	0.0
Heterostelium pallidum	13642	species	204107	1	1	0.0
Parastagonospora nodorum	13684	species	110101486	9	1	0.0
Solenopsis invicta	13686	species	53245886	6	0	0.0
Sphingomonas	13687	genus	0	1	0	0.0
Sphingobium yanoikuyae	13690	species	11450114	60	36	3.58145e-10
Pelodiscus sinensis	13735	species	114720514	8	0	0.0
Brachypodium distachyon	15368	species	99157297	10	1	0.0
Naumovozyma castellii	27288	species	270612	6	0	2.90821e-37
Naumovozyma dairenensis	27289	species	97635	6	1	0.0
Saccharomyces paradoxus	27291	species	64227181	1740	116	1.7415e-10
Saccharomyces pastorianus	27292	species	629473	1050	38	0
Debaryomyces maramus	27297	species	31735	6	0	0
Penicillium expansum	27334	species	17083239	14	0	0
Verticillium dahliae	27337	species	1642450	4	0	0
Cherax quadricarinatus	27406	species	626234	2	1	0
Bactrocera dorsalis	27457	species	56301945	20	1	0.0
Campanulariidae	27800	family	0	2	0	0.0
Nippostrongylus brasiliensis	27835	species	294457905	25	13	0.0
Echinostoma caproni	27848	species	834586601	38	28	0.0
Plagiorchiida	27871	order	0	2	0	0.0
Corynebacterium flavescens	28028	species	2785575	5	5	0.0
Lysinibacillus fusiformis	28031	species	5756179	2	0	4.2522e-224
Staphylococcus lugdunensis	28035	species	31357776	399	69	4.86803e-29
Streptococcus mitis	28037	species	6265529	1	0	0.0
Lactobacillus curvatus	28038	species	10271045	4	2	0.0
Rhodoferax	28065	genus	0	1	0	0.0
Acinetobacter lwoffii	28090	species	5116927	21	3	9.71828e-10
Burkholderia gladioli	28095	species	9292535	114	1	3.20419e-75
Francisella philomiragia	28110	species	10356043	2	0	0.0
Prevotella melaninogenica	28132	species	7462723	1	0	0.0
Cronobacter sakazakii	28141	species	11658707	254	7	0
Salmonella enterica subsp. enterica serovar Derby	28144	leaf	5436848	2026	104	5.96291e-09
Salmonella enterica subsp. enterica serovar Senftenberg	28150	leaf	10613085	2515	26	0
Yersinia kristensenii	28152	species	9076043	4	0	0.0
Vibrio nigripulchritudo	28173	species	6604120	41	39	0.0
Arcobacter butzleri	28197	species	2589580	310	4	0.0
Alphaproteobacteria	28211	class	0	1	0	0.0
Betaproteobacteria	28216	class	0	1444	0	0.0
Halomonas halodenitrificans	28252	species	43583	1	1	0.0
Halomonadaceae	28256	family	0	36	0	0.0
Cobetia marina	28258	species	4297727	13	4	0.0
Anolis carolinensis	28377	species	128618658	7	4	0.0
Burkholderia pseudomallei	28450	species	402377313	90	0	0.0
Amaranthus hypochondriacus	28502	species	382470	1	0	0.0
Solanum pennellii	28526	species	1002699199	183	74	0.0
Pinus mugo	28528	species	784569	2	2	0.0
Bretschneidera sinensis	28529	species	76717	1	0	0.0
Tarenaya hassleriana	28532	species	83376844	7	2	0.0
Pseudotremella moriformis	28580	species	14715	14	0	3.52903e-15
Allomyces macrogynus	28583	species	97387	5	5	0.0
Drosophila suzukii	28584	species	57898961	10	0	0.0
Zeugodacus cucurbitae	28588	species	59160863	9	5	0.0
Rhagoletis zephyria	28612	species	75504221	25	4	0.0
Cyprinodon variegatus	28743	species	116262045	6	6	0.0
Caudovirales	28883	order	0	47	0	0.0
Salmonella enterica	28901	species	58369273	714127	687826	2.22358e-05
Mycoplasma bovis	28903	species	9062611	14	5	0.0
Kluyveromyces lactis	28985	species	29835760	43	5	0
Drosophila eugracilis	29029	species	71192184	17	2	0.0
Drosophila takahashii	29030	species	67539358	20	2	0.0
Phlebotomus papatasi	29031	species	1831078	1	1	0.0
Trichomalopsis dubius	29045	species	19109	5	0	0.0
Copidosoma floridanum	29053	species	42259945	2	0	0.0
Helicoverpa armigera	29058	species	62353134	13	9	0.0
Eptesicus fuscus	29078	species	48787243	3	3	0.0
Neomonachus schauinslandi	29088	species	72193242	1	1	0.0
Crassostrea gigas	29159	species	144122040	26	18	0.0
Neospora	29175	genus	0	5	0	0.0
Chlorarachnion reptans	29199	species	33442	1	0	0.0
Bangiales	29216	order	0	1	0	0.0
Thermoanaerobacter brockii subsp. finnii	29325	subspecies	6466	1	0	0.0
